id,type_of_logement_raw,ville_raw,quartier_raw,room_nb_raw,bedroom_nb_raw,surface_raw,price_raw
4642,Appartement,Antony,Bois de Verrières-Coulée Verte-Parc Heller,,,,870000
4643,Appartement,Saint-Maur-des-Fossés,La Varenne,2,,45.3,310795
4644,Appartement,Créteil,Hôtel de Ville,5,,125.05,550000
4645,Appartement,Paris 15,Saint Lambert,5,,126.32,1670000
4646,Appartement,Puteaux,Bergère-Moulin,,,,399000
4647,Maison,Eragny,Parc-Le Manège,4,3,87,364550
4648,Maison,Guyancourt,Hameau de Villaroy,5,4,165.7,669000
4649,Appartement,Longjumeau,Saphir,,,,335000
4650,Appartement,Saint-Germain-en-Laye,Péreire,3,2,62.87,567000
4651,Appartement,Villiers-sur-Marne,Le Centre Ville,4,3,82,460000
4652,Appartement,Le Plessis-Robinson,Anatole France,1,,29,198000
4653,Appartement,Nanterre,Mont Valérien,3,2,63,375000
4654,Appartement,Clichy,Victor Hugo-République,2,1,42.8,327000
4655,Appartement,Clichy,Victor Hugo-République,4,3,80.4,644000
4656,Appartement,Pierrefitte-sur-Seine,Butte Pinson,2,1,46.99,168300
4657,Appartement,Torcy,Beauregard-Les Gradins,2,1,40.11,205000
4658,Appartement,Le Mesnil-Saint-Denis,Chateau,4,3,74.76,300000
4659,Appartement,Clichy,Victor Hugo-République,3,2,60,516000
4660,Appartement,Puteaux,Bergère-Moulin,,,,800000
4661,Appartement,Athis-Mons,Le Plateau Pyramide,3,,60,254000
4662,Appartement,Maisons-Laffitte,Centre,2,1,40.6,349000
4663,Appartement,Colombes,Agent Sarre-Centre-Les Vallées-La Garenne,,,,287488
4664,Appartement,Colombes,Agent Sarre-Centre-Les Vallées-La Garenne,,,,451892
4665,Appartement,Noisy-le-Grand,Cormiers-Hauts Batons-Champy-Butte Verte,4,,74.16,279000
4666,Appartement,Noisy-le-Grand,Cormiers-Hauts Batons-Champy-Butte Verte,3,,55.22,220000
4667,Maison,,,5,4,94.73,298500
4668,Appartement,Romainville,Grands Champs,5,4,118,650000
4669,Appartement,Romainville,Grands Champs,2,2,73,450000
4670,Appartement,Etampes,Centre Ville,,,,69000
4671,Appartement,Ivry-sur-Seine,Ivry Port Centre,,,,398104
4672,Appartement,Soisy-sous-Montmorency,Le Centre,4,3,87,395000
4673,Appartement,Sceaux,Robinson,3,2,61.05,429000
4674,Appartement,Antony,Bois de Verrières-Coulée Verte-Parc Heller,3,2,61.9,425000
4675,Appartement,Maisons-Laffitte,Centre,4,3,79.3,692000
4676,Appartement,Gagny,Forêt de Gagny,5,,89.76,309989
4677,Appartement,Palaiseau,Centre Nord,4,,81.57,419000
4678,Appartement,Palaiseau,Centre Nord,5,,102.75,498500
4679,Appartement,Antony,Bois de Verrières-Coulée Verte-Parc Heller,,,,630000
4680,Appartement,La Courneuve,Balzac-Moulin Neuf,3,2,66,242000
4681,Appartement,Mantes-la-Ville,Centre-Entre Deux Gares,4,,69.84,203000
4682,Appartement,Louvres,Sud et Est,,,,120000
4683,Appartement,Neuilly-sur-Marne,Maison Blanche,4,3,78.57,265000
4684,Appartement,Sartrouville,Les Indes,4,3,71,242000
4685,Appartement,Sartrouville,Les Indes,2,1,44,156000
4686,Maison,,,4,3,85,299000
4687,Appartement,Nanterre,Mont Valérien,2,1,51.45,329000
4688,Appartement,Sannois,Centre Ville II,3,2,71,249000
4689,Appartement,Bois-Colombes,Lepine-Binet,3,,64.61,364000
4690,Maison,Elancourt,Nouvelle Amsterdam-Les Mares,5,4,108,279000
4691,Appartement,Puteaux,Bergère-Moulin,,,,852000
4692,Maison,Châtenay-Malabry,Petit Chatenay,4,3,92,590000
4693,Appartement,Livry-Gargan,Voltaire-Vaujours,2,1,47,155000
4694,Maison,Romainville,Grands Champs,4,3,87,559000
4695,Appartement,Longjumeau,Grenat,3,2,60,194000
4696,Maison,Asnières-sur-Seine,Centre-Voltaire,8,5,175,1295000
4697,Appartement,Champigny-sur-Marne,Tremblay,3,,64.37,286608
4698,Maison,Guyancourt,Hameau de Villaroy,6,5,160,640000
4699,Appartement,Sartrouville,Les Trembleaux,3,2,52.5,164500
4700,Maison,Elancourt,Nouvelle Amsterdam-Les Mares,5,4,108,279000
4701,Appartement,Vanves,Clos Montholon,3,,60.1,459000
4702,Appartement,Pierrefitte-sur-Seine,Butte Pinson,3,2,61.14,213400
4703,Appartement,Torcy,Beauregard-Les Gradins,5,3,101.73,375200
4704,Appartement,Saint-Fargeau-Ponthierry,Cités Leroy,4,3,74.35,253200
4705,Appartement,Draveil,Centre Ville-Mousseaux-Plaine,1,,27.79,161500
4706,Maison,,,4,3,89.4,333100
4707,Maison,,,5,3,95,359000
4708,Appartement,Croissy-sur-Seine,Centre Ville,,,,139600
4709,Appartement,Puteaux,Bergère-Moulin,,,,852000
4710,Maison,Châtenay-Malabry,Petit Chatenay,4,3,92,590000
4711,Maison,Nanterre,Mont Valérien,3,2,63,375000
4712,Appartement,Champigny-sur-Marne,Tremblay,3,,64.37,286608
4713,Appartement,Louvres,Sud et Est,3,2,66.81,224000
4714,Appartement,Gretz-Armainvilliers,Nord Ouest,4,3,77.71,321600
4715,Appartement,Colombes,Agent Sarre-Centre-Les Vallées-La Garenne,,,,241771
4716,Appartement,Bois-d'Arcy,Bois de la Couronne,,,,365000
4717,Appartement,Bois-d'Arcy,Bois de la Couronne,,,,275000
4718,Appartement,L'Haÿ-les-Roses,La Vallée Aux Renards,,,,510000
4719,Appartement,Noisy-le-Grand,Cormiers-Hauts Batons-Champy-Butte Verte,5,,85.14,317000
4720,Appartement,Noisy-le-Grand,Cormiers-Hauts Batons-Champy-Butte Verte,,,,171000
4721,Maison,,,6,4,101.13,262500
4722,Appartement,Juvisy-sur-Orge,Centre Ville,2,1,45.4,229600
4723,Maison,Guyancourt,Les Garennes,4,3,90,385000
4724,Appartement,Saint-Cyr-l'École,Gérard Philipe,1,,26.68,149000
4725,Appartement,Longjumeau,Saphir,1,,35,115000
4726,Appartement,Sartrouville,La Marinière Sud,4,,74.5,268000
4727,Appartement,Boulogne-Billancourt,Vaillant-Sembat,2,1,38,379000
4728,Maison,,,4,2,75,199000
4729,Appartement,Saint-Thibault-des-Vignes,ZAC de Saint Thibault,,,,245000
4730,Appartement,Epinay-sous-Sénart,Plaine Nord,3,2,65,108000
4731,Appartement,Clamart,Jardin Parisien,,,,445000
4732,Appartement,Villiers-sur-Marne,Les Perroquets,3,2,61.8,283500
4733,Appartement,Lagny-sur-Marne,Tassigny-Leclerc Centre,3,2,60.35,244000
4734,Appartement,Garches,Petit Garches,,,,240000
4735,Appartement,Asnières-sur-Seine,Voltaire-Grésillons,,,,237700
4736,Appartement,Asnières-sur-Seine,Voltaire-Grésillons,4,3,76.82,407000
4737,Appartement,Limay,Meulan,4,3,77,174000
4738,Appartement,,,,,,663000
4739,Appartement,Clamart,Jardin Parisien,2,1,40,267000
4740,Appartement,Antony,Noyer Doré-Pajeaud-Fontaine Michalon,5,3,94.79,590000
4741,Appartement,Antony,Noyer Doré-Pajeaud-Fontaine Michalon,3,2,60.78,379000
4742,Appartement,Savigny-sur-Orge,La Fontaine Blanche,,,,349000
4743,Appartement,Levallois-Perret,Trezel,2,1,29.68,289000
4744,Appartement,Lagny-sur-Marne,Tassigny-Leclerc Centre,4,3,78.95,299000
4745,Appartement,Paris 13,Patay-Masséna,,,,737000
4746,Appartement,Tremblay-en-France,Centre Ville,2,1,48,150000
4747,Appartement,Rueil-Malmaison,Rueil sur Seine-Plaine-Gare,,,,676000
4748,Appartement,Rueil-Malmaison,Rueil sur Seine-Plaine-Gare,,,,379000
4749,Appartement,Rueil-Malmaison,Rueil sur Seine-Plaine-Gare,,,,560000
4750,Appartement,Noisy-le-Sec,Haut Goulet-Jules Auffret,,,,170000
4751,Appartement,,,3,2,78.5,447000
4752,Appartement,Fontenay-sous-Bois,Parapluies,2,1,48.7,317300
4753,Appartement,La-Celle-Saint-Cloud,La Jonchère-Les Sablons,5,4,103,410000
4754,Appartement,Ris-Orangis,Centre,4,2,67.69,129600
4755,Appartement,Puteaux,Front de Seine-Bellini,3,2,78.18,535500
4756,Appartement,Versailles,Clagny-Glatigny,7,5,192,1895000
4757,Appartement,Noisy-le-Grand,Varenne-Centre-Rive Charmante,3,2,68,295000
4758,Appartement,Paris 06,Saint Placide,3,2,75,1640000
4759,Appartement,Paris 06,Saint Placide,4,3,110,1850000
4760,Appartement,Villiers-sur-Marne,Les Perroquets,2,1,41.35,214000
4761,Appartement,Garches,Mairie,,,,275000
4762,Appartement,Le Blanc-Mesnil,Place Mozart,3,2,60.91,250000
4763,Appartement,Créteil,Hôtel de Ville,,,,325000
4764,Appartement,Fontenay-sous-Bois,Parapluies,4,3,89.1,591000
4765,Appartement,Saint-Fargeau-Ponthierry,Cités Leroy,2,1,41.8,165100
4766,Appartement,Le Perreux-sur-Marne,L'Ile de la Roche,3,2,59,350000
4767,Appartement,Noisy-le-Grand,Grenouillère-Marnois-Rive de Marne,2,1,45.5,224500
4768,Appartement,Villiers-sur-Marne,Les Perroquets,3,2,59.4,286000
4769,Appartement,Noisy-le-Grand,Varenne-Centre-Rive Charmante,,,,140000
4770,Maison,Herblay sur Seine,La Plaine-Les Chenes-Sud A,4,3,86,349000
4771,Appartement,Garches,Les Bures,4,,92,848000
4772,Appartement,Courbevoie,Marceau - République,5,3,93.94,790000
4773,Appartement,Bonneuil-sur-Marne,Haut Bonneuil,2,1,39,175545
4774,Appartement,Saint-Ouen,Dock Saint Ouen,2,,41.6,304950
4775,Appartement,Villiers-sur-Marne,Les Perroquets,2,1,43.25,223000
